5,174,5.15906,0,1,0,1,0
18,208,5.33754,0,1,0,1,0
4,238,5.47227,0,1,0,1,0
5,297,5.69373,0,1,0,1,0
6,126,4.83628,0,1,0,1,0
8,161,5.0814,0,1,0,1,0
0,91,4.51086,0,1,1,0,0
0,147,4.99043,0,1,1,0,0
2,97,4.57471,0,1,0,1,0
2,77,4.34381,0,1,0,1,0
2,130,4.86753,0,1,0,1,0
2,140,4.94164,0,1,0,1,0
0,7,1.94591,1,0,1,0,0
0,6,1.79176,1,0,1,0,0
0,8,2.07944,1,0,1,0,0
0,9,2.19722,1,0,1,0,0
0,10,2.30259,1,0,1,0,0
0,10,2.30259,1,0,1,0,0
0,11,2.3979,1,0,1,0,0
0,10,2.30259,1,0,1,0,0
0,18,2.89037,1,0,1,0,0
0,21,3.04452,1,0,1,0,0
0,36,3.58352,1,0,1,0,0
0,67,4.20469,1,0,1,0,0
0,50,3.91202,1,0,1,0,0
0,75,4.31749,1,0,1,0,0
0,115,4.74493,1,0,1,0,0
0,48,3.8712,1,0,1,0,0
0,51,3.93183,1,0,1,0,0
0,53,3.97029,1,0,1,0,0
0,61,4.11087,1,0,1,0,0
0,69,4.23411,1,0,1,0,0
0,16,2.77259,1,0,1,0,0
0,16,2.77259,1,0,1,0,0
0,16,2.77259,1,0,1,0,0
0,16,2.77259,1,0,1,0,0
0,16,2.77259,1,0,1,0,0
0,16,2.77259,1,0,1,0,0
0,59,4.07754,1,0,1,0,0
0,63,4.14313,1,0,1,0,0
0,56,4.02535,1,0,1,0,0
9,372,5.91889,1,0,0,1,0
9,400,5.99146,0,1,0,1,0
0,64,4.15888,0,1,1,0,0
0,63,4.14313,0,1,1,0,0
0,41,3.71357,0,1,1,0,0
0,44,3.78419,0,1,1,0,0
0,44,3.78419,0,1,1,0,0
0,36,3.58352,0,1,1,0,0
0,47,3.85015,0,1,1,0,0
0,54,3.98898,0,1,1,0,0
45,406,6.00635,0,1,0,1,0
7,432,6.06843,0,1,0,1,0
12,209,5.34233,0,1,0,1,0
12,257,5.54908,0,1,0,1,0
15,266,5.5835,0,1,0,1,0
3,117,4.76217,0,1,0,1,0
0,143,4.96284,0,1,1,0,0
0,155,5.04343,0,1,1,0,0
0,212,5.35659,0,1,1,0,0
0,212,5.35659,0,1,1,0,0
26,415,6.02828,1,0,0,1,0
1,77,4.34381,0,1,0,1,0
6,78,4.35671,1,0,0,1,0
1,46,3.82864,1,0,0,1,0
2,37,3.61092,1,0,0,1,0
139,920,6.82437,0,1,0,1,0
8,468,6.14847,1,0,0,1,0
11,462,6.13556,1,0,0,1,0
27,479,6.1717,1,0,0,1,0
0,18,2.89037,1,0,1,0,0
13,45,3.80666,1,0,0,1,0
1,49,3.89182,1,0,0,1,0
0,49,3.89182,1,0,0,1,0
0,49,3.89182,1,0,0,1,0
0,34,3.52636,1,0,0,1,0
0,34,3.52636,1,0,0,1,0
12,168,5.12396,0,1,0,1,1
10,265,5.57973,0,1,0,1,1
0,156,5.04986,0,1,1,0,1
0,199,5.2933,0,1,1,0,1
0,346,5.84644,0,1,1,0,1
0,434,6.07304,0,1,1,0,1
0,25,3.21888,1,0,1,0,1
0,25,3.21888,1,0,1,0,1
0,69,4.23411,1,0,1,0,1
43,658,6.4892,0,1,0,1,1
6,407,6.00881,0,1,0,1,1
6,272,5.6058,0,1,0,1,1
30,268,5.59099,0,1,0,1,1
19,277,5.62402,0,1,0,1,1
4,178,5.18178,0,1,0,1,1
0,212,5.35659,0,1,1,0,1
0,212,5.35659,0,1,1,0,1
0,198,5.28827,0,1,1,0,1
0,189,5.24175,0,1,1,0,1
0,192,5.2575,0,1,1,0,1
14,246,5.50533,0,1,0,1,1
1,69,4.23411,0,1,0,1,1
84,520,6.25383,0,1,0,1,1
3,49,3.89182,0,1,0,1,1
25,536,6.28413,1,0,0,1,1
0,456,6.12249,0,1,1,0,2
41,401,5.99396,1,0,0,1,2
69,397,5.98394,1,0,0,1,2
6,414,6.02587,0,1,0,1,2
6,459,6.12905,0,1,0,1,2
22,472,6.15698,0,1,0,1,2
8,365,5.8999,0,1,0,1,2
50,450,6.10925,0,1,0,1,2
8,106,4.66344,0,1,0,1,2
5,76,4.33073,1,0,0,1,2
15,107,4.67283,1,0,0,1,2
2,93,4.5326,0,1,0,1,2
8,113,4.72739,1,0,0,1,2
19,691,6.53814,0,1,0,1,2
6,196,5.27811,0,1,0,1,3
2,367,5.90536,0,1,0,1,3
7,409,6.01372,0,1,0,1,3
7,429,6.06146,0,1,0,1,3
25,347,5.84932,0,1,0,1,3
40,282,5.64191,0,1,0,1,3
8,132,4.8828,0,1,0,1,3
6,320,5.76832,1,0,0,1,3
4,408,6.01127,0,1,0,1,4
5,457,6.12468,0,1,0,1,4
2,148,4.99721,1,0,0,1,4
10,342,5.83481,1,0,0,1,4
36,296,5.69036,1,0,0,1,4
10,319,5.76519,1,0,0,1,5
101,574,6.35263,1,0,0,1,5
1,461,6.1334,0,1,0,1,5
16,530,6.27288,0,1,0,1,5
2,83,4.41884,0,1,0,1,5
40,830,6.72143,0,1,0,1,5
43,424,6.04973,0,1,0,1,6
74,555,6.31897,0,1,0,1,6
0,189,5.24175,1,0,1,0,6
50,59,4.07754,1,0,0,1,6
77,599,6.39526,0,1,0,1,7
6,305,5.72031,1,0,0,1,7
21,357,5.87774,1,0,0,1,7
5,82,4.40672,1,0,0,1,7
53,388,5.96101,0,1,0,1,8
45,579,6.3613,0,1,0,1,8
52,608,6.41017,0,1,0,1,8
8,82,4.40672,1,0,0,1,8
67,624,6.43615,0,1,0,1,9
67,620,6.42972,0,1,0,1,10
14,80,4.38203,1,0,0,1,10
10,126,4.83628,1,0,0,1,10
11,60,4.09434,1,0,0,1,10
68,850,6.74524,0,1,0,1,11
