0,0.69464,3.1735,7.5048,1
0.030639,0.14982,3.4868,9.2755,1
0.069763,-0.29965,1.9477,9.112,1
0.099823,-1.6889,1.4165,10.12,1
0.12982,-2.1793,0.95342,10.924,1
0.15979,-2.3018,0.23155,10.651,1
0.18982,-1.4165,1.185,11.073,1
0.2204,-0.27241,2.2201,11.986,1
0.24976,-0.61292,2.2201,11.986,1
0.27972,1.3348,4.2495,11.414,1
0.31802,3.4459,7.5865,12.599,1
0.34976,1.4982,4.9033,10.692,1
0.37985,-1.7979,1.1169,9.9156,1
0.40976,-2.3699,0.10896,9.003,1
0.44983,-1.4982,2.3427,9.2346,1
0.4798,-0.34051,3.2144,8.2403,1
0.50977,-0.23155,2.4925,8.4991,1
0.53979,-0.53119,1.5391,9.1529,1
0.56976,-1.5663,1.0351,10.801,1
0.59979,-1.5255,1.2258,11.346,1
0.62979,-0.88532,2.9148,9.7249,1
0.65982,-1.3076,2.3699,9.4253,1
0.68979,-0.65378,2.8739,8.9622,1
0.72055,0.23155,3.909,9.507,1
0.75009,-0.42223,2.6423,9.8475,1
0.78116,-0.57205,2.4925,9.1937,1
0.80984,-0.65378,3.4459,8.0088,1
0.83987,-0.34051,3.5277,9.112,1
0.86981,-0.34051,3.1463,9.7249,1
0.89978,-0.84446,3.2144,9.2346,1
0.92978,-1.0351,3.1463,9.5342,1
0.9599,-1.1169,2.8739,10.038,1
0.98984,-1.2258,3.5277,9.2346,1
1.0199,-1.0351,3.5958,8.8124,1
1.0498,-0.8036,3.7184,9.1529,1
1.0797,-0.72188,3.8273,8.9622,1
1.1098,-1.185,3.4051,8.431,1
1.1399,-1.6072,3.4051,8.7715,1
1.1699,-1.7298,3.4868,9.0848,1
1.1997,-1.757,3.6366,8.6898,1
1.2298,-1.757,3.9908,8.8532,1
1.2599,-1.9205,4.1406,8.8124,1
1.2903,-1.8387,4.0589,8.8124,1
1.3198,-1.7298,3.7184,8.54,1
1.3513,-1.757,3.8682,8.3084,1
1.3799,-1.757,3.7592,8.6625,1
1.4098,-1.757,3.6775,8.7306,1
1.4398,-1.9205,3.8682,9.1937,1
1.4698,-1.757,4.0589,9.0439,1
1.4998,-1.5663,4.1814,8.7306,1
1.5298,-1.9886,3.6366,9.1529,1
1.5598,-1.8796,3.8682,8.7715,1
1.5898,-1.6481,3.909,8.9622,1
1.6198,-2.3018,2.9829,8.6625,1
1.6498,-2.3699,3.5277,8.6625,1
1.6799,-1.6889,3.909,9.112,1
1.7098,-1.2258,4.0589,9.2755,1
1.7401,-1.3348,4.1406,9.3436,1
1.7698,-1.9205,3.9499,8.6217,1
1.7998,-2.4925,3.2961,8.9213,1
1.8298,-2.9556,2.7649,8.6217,1
1.8598,-2.7241,3.1054,8.6625,1
1.8899,-2.261,3.7184,8.8941,1
1.9198,-1.8796,4.018,8.8124,1
1.9501,-1.5255,3.8273,8.8941,1
1.9798,-1.3757,3.8273,8.7306,1
2.0099,-1.4574,3.6366,7.8589,1
2.0398,-1.5663,3.5277,8.3084,1
2.0697,-2.5334,3.5958,9.5342,1
2.0998,-2.6423,3.6366,9.8066,1
2.1298,-2.7922,4.1814,9.8066,1
2.1601,-3.0237,4.985,9.2755,1
2.1898,-3.4868,5.1757,8.2812,1
2.2199,-3.6366,4.2904,7.355,1
2.2498,-4.3721,4.3721,6.4697,1
2.2898,-4.6718,6.3607,6.4697,1
2.3198,-3.6775,6.5105,5.2438,1
2.3499,-3.4868,7.2733,4.7944,1
2.3809,-3.6775,6.2381,5.2847,1
2.4098,-4.5901,6.0883,6.5514,1
2.4398,-5.094,6.8238,5.2166,1
2.4702,-4.3994,8.1177,5.3256,1
