2287,2948,2189,1
2249,2677,2046,1
2270,2568,2005,1
2222,2565,2003,1
2235,2571,2074,1
2205,2559,2075,1
2142,2549,2032,1
2205,2543,1996,1
2181,2553,1969,1
2068,2393,1906,1
2188,2692,1933,1
2067,2606,2025,1
1842,2298,2039,1
2316,2713,1944,1
2216,2629,2092,1
2236,2609,2015,1
2181,2559,1938,1
2119,2516,1976,1
2103,2514,1897,1
2034,2466,1921,1
2040,2509,1975,1
2069,2539,1931,1
2040,2511,1906,1
1975,2439,1847,1
2037,2445,1789,1
1915,2474,1949,1
2008,2610,2045,1
2051,2463,1865,1
2041,2479,1794,1
2039,2421,1713,1
1917,2345,1667,1
1921,2529,1905,1
2083,2532,1938,1
2050,2479,1931,1
2135,2490,1810,1
2051,2531,1700,1
1986,2542,1862,1
2164,2517,1838,1
2112,2480,1867,1
2106,2418,1911,1
2008,2382,1936,1
2008,2273,1968,1
2032,2385,2033,1
2002,2410,2076,1
1953,2488,2203,1
1816,2601,2468,1
1865,2878,2276,1
2037,2713,2181,1
2069,2514,2059,1
1970,2472,2196,1
1978,2531,2218,1
2073,2505,2105,1
2003,2520,2228,1
1925,2473,2269,1
2061,2561,2235,1
2043,2581,2150,1
1971,2553,2193,1
2027,2532,2196,1
1989,2501,2214,1
1979,2473,2186,1
1974,2506,2161,1
2011,2561,2163,1
2058,2507,2165,1
2041,2507,2175,1
2009,2501,2198,1
2049,2479,2201,1
2008,2504,2187,1
2026,2528,2166,1
2045,2544,2163,1
2026,2515,2185,1
2033,2539,2177,1
2035,2550,2198,1
2030,2540,2177,1
2071,2577,2147,1
2082,2537,2193,1
2114,2492,2217,1
2119,2519,2193,1
2091,2509,2212,1
2131,2550,2257,1
2083,2515,2251,1
2063,2468,2199,1
2069,2494,2216,1
2093,2535,2185,1
2151,2503,2159,1
2168,2539,2108,1
2125,2529,2127,1
2085,2508,2131,1
2073,2447,2090,1
2097,2514,2085,1
2172,2504,1973,1
2168,2518,1959,1
2185,2134,1972,1
2176,2649,1895,1
2168,2565,1900,1
2101,2419,1979,1
2132,2497,1915,1
2110,2496,1858,1
