0.865935637,0.143762529,Bank
0.129804183,0.088929798,Bank
0.061801487,0.552047074,Bank
0.099116455,0.848172019,Bank
0.205703907,0.624722466,Bank
0.164028974,0.038167964,Bank
0.619834097,0.079610681,Bank
0.011324217,0.7184724,Bank
0.344461181,0.271178428,Bank
0.67916915,0.191223431,Bank
0.1915921,0.38179242,Bank
0.940152002,0.981296833,Bank
0.543696405,0.210494582,Bank
0.074784531,0.407647781,Bank
0.667057346,0.441407888,Bank
0.860207737,0.671407823,Bank
0.177475411,0.931109521,Bank
0.107627507,0.309156,Bank
0.695464116,0.992785711,Bank
0.622045572,0.063885044,Bank
0.658741863,0.874707971,Bank
0.029141099,0.711535064,Bank
0.721738122,0.631547892,Bank
0.516696169,0.147568265,Bank
0.164995786,0.36927383,Bank
0.171748252,0.085910521,Bank
0.261765968,0.40784947,Bank
0.259691732,0.051686521,Bank
0.604755545,0.250680734,Bank
0.487839053,0.959527163,Bank
0.982901425,0.375734167,Bank
0.023491978,0.460829399,Bank
0.51621012,0.770476551,Bank
0.795361818,0.416200034,Bank
0.406114926,0.821261793,Bank
0.397216948,0.303416951,Bank
0.839467222,0.63751795,Bank
0.733924624,0.10659227,Bank
0.296192214,0.142063929,Bank
0.402593625,0.248824333,Bank
0.753804055,0.291111266,Bank
0.685313105,0.428475729,Bank
0.056388587,0.600984166,Bank
0.945021766,0.798317585,Bank
0.021326742,0.753316065,Bank
0.162331254,0.787130741,Bank
0.693945088,0.426458976,Bank
0.328665939,0.004956521,Bank
0.528444622,0.658067408,Bank
0.419871011,0.096041446,Bank
0.172872543,0.982295574,Bank
0.714479389,0.107621366,Bank
0.966565832,0.304773392,Bank
0.292117209,0.928042649,Bank
0.220410093,0.979502977,Bank
0.65006663,0.614318959,Bank
0.843420201,0.834043945,Bank
0.509794051,0.97707452,Bank
0.903564268,0.952832682,Bank
0.050290328,0.619925214,Bank
0.266416027,0.873207095,Bank
0.001359268,0.740701738,Bank
0.542134784,0.47468478,Bank
0.257529272,0.393519624,Bank
0.189436591,0.249269391,Bank
0.932052304,0.583552703,Bank
0.774633502,0.82903639,Bank
0.060493401,0.520468559,Bank
0.064483016,0.616976111,Bank
0.484702838,0.591835589,Bank
0.843502613,0.118048072,Bank
0.800502292,0.134413117,Bank
0.089569454,0.099628016,Bank
0.636205588,0.879087395,Bank
0.41603852,0.024004702,Bank
0.944133058,0.024318207,Bank
0.494277115,0.290310627,Bank
0.433568219,0.253311909,Bank
0.507427413,0.69924732,Bank
0.751144438,0.651738729,Bank
0.554372991,0.211192328,Bank
0.523437864,0.40566327,Bank
0.322298971,0.506751641,Bank
0.916582731,0.363459407,Bank
0.276900053,0.078547666,Bank
0.939013218,0.030831193,Bank
0.081204339,0.584009964,Bank
0.315976308,0.334664455,Bank
0.94714472,0.971161799,Bank
0.398247924,0.539283912,Bank
0.148424726,0.452872579,Bank
0.232524652,0.027793099,Bank
0.97888803,0.749772835,Bank
0.61725187,0.271525582,Bank
0.027516821,0.14800475,Bank
0.69518829,0.202237596,Bank
0.759346768,0.825207757,Bank
0.392796319,0.374523829,Bank
0.041001174,0.586615811,Bank
0.806585866,0.76003957,Bank
0.430210844,0.622868575,Bank
0.457829494,0.750464058,Bank
0.760600024,0.152116416,Bank
0.189604622,0.962741347,Bank
0.79618309,0.841224743,Bank
0.363908506,0.737986751,Bank
0.504430632,0.714360277,Bank
0.931630399,0.804548181,Bank
0.802427617,0.851968333,Bank
0.894454079,0.436063743,Bank
0.467560373,0.559126621,Bank
0.655303708,0.576957804,Bank
0.272333291,0.839487848,Bank
0.76273433,0.830670104,Bank
0.302330041,0.949499624,Bank
0.594707746,0.910013508,Bank
0.846998344,0.527317288,Bank
0.59848372,0.134407553,Bank
0.214851334,0.291801094,Bank
0.80589487,0.825337045,Bank
0.317842384,0.589216505,Bank
0.477063621,0.999235788,Bank
0.89408495,0.128732513,Bank
0.890657707,0.586097567,Bank
0.793752118,0.092539173,Bank
0.495070502,0.512468072,Bank
0.83990556,0.432382993,Bank
0.862451068,0.379072712,Bank
0.394167008,0.571544492,Bank
0.146298172,0.136187135,Bank
0.906559702,0.919759075,Bank
0.033371206,0.113958485,Bank
0.409511204,0.578309294,Bank
0.501960445,0.000237706,Bank
0.127923201,0.363492689,Bank
0.051098082,0.875083614,Bank
0.120377777,0.808896075,Bank
0.449079941,0.208952172,Bank
0.140963905,0.120383778,Bank
0.464707681,0.810685247,Bank
0.716871729,0.15243399,Bank
0.490949968,0.071765031,Bank
0.773816487,0.350433509,Bank
0.448259852,0.49490165,Bank
0.00951795,0.260768478,Bank
0.86357533,0.417873154,Bank
0.614875118,0.649024437,Bank
0.561068505,0.047638732,Bank
0.87314033,0.486336122,Bank
0.971998266,0.405097419,Bank
0.629310574,0.06490401,Bank
0.67356011,0.547466083,Bank
0.615118307,0.28592071,Bank
0.400416051,0.483102324,Bank
0.139417814,0.726627449,Bank
0.437626741,0.522699156,Bank
0.709427204,0.43794702,Bank
0.999996231,0.421129898,Bank
0.735200536,0.550116374,Bank
0.930380189,0.555823862,Bank
0.587868305,0.670968425,Bank
0.808295937,0.560403843,Bank
0.931598593,0.749989393,Bank
0.350213061,0.286419453,Bank
0.429895413,0.551004495,Bank
0.804191427,0.701360375,Bank
0.638764851,0.127321009,Bank
0.894073237,0.347736444,Bank
0.142443483,0.725385148,Bank
0.75222412,0.285862104,Bank
0.761797607,0.356484787,Bank
0.194858093,0.022085275,Bank
0.971166332,0.870757204,Bank
0.640269429,0.784550905,Bank
0.496334831,0.743737512,Bank
0.947834453,0.650192626,Bank
0.434489024,0.942909855,Bank
0.464434492,0.449496252,Bank
