1892,2279,1781,1
1895,2283,1785,1
1889,2279,1794,1
1892,2276,1794,1
1892,2280,1787,1
1892,2276,1771,1
1895,2269,1759,1
1892,2264,1760,1
1905,2269,1770,1
1889,2274,1770,1
1894,2273,1775,1
1895,2282,1774,1
1887,2274,1779,1
1891,2270,1791,1
1890,2269,1793,1
1880,2284,1784,1
1869,2291,1787,1
1867,2283,1780,1
1882,2272,1778,1
1872,2268,1761,1
1877,2280,1768,1
1873,2269,1773,1
1881,2267,1768,1
1879,2267,1769,1
1867,2269,1772,1
1879,2260,1774,1
1877,2256,1777,1
1865,2270,1785,1
1867,2279,1780,1
1868,2281,1788,1
1876,2279,1790,1
1870,2273,1789,1
1873,2265,1793,1
1883,2263,1796,1
1887,2248,1787,1
1885,2247,1782,1
1886,2249,1776,1
1883,2249,1775,1
1879,2253,1775,1
1882,2251,1775,1
1880,2263,1781,1
1887,2261,1784,1
1884,2253,1799,1
1878,2247,1791,1
1876,2251,1789,1
1881,2242,1792,1
1878,2244,1783,1
1879,2239,1784,1
1871,2239,1771,1
1868,2237,1770,1
1875,2222,1763,1
1862,2232,1752,1
1859,2235,1759,1
1854,2240,1759,1
1853,2243,1754,1
1851,2244,1756,1
1854,2246,1763,1
1840,2254,1755,1
1830,2266,1758,1
1825,2267,1771,1
1821,2259,1769,1
1820,2260,1777,1
1822,2260,1780,1
1828,2251,1783,1
1825,2240,1785,1
1822,2231,1792,1
1829,2214,1781,1
1840,2201,1782,1
1838,2208,1781,1
1830,2202,1727,1
1824,2239,1778,1
1840,2237,1816,1
1849,2233,1843,1
1845,2217,1839,1
1878,2183,1867,1
1898,2189,1863,1
1859,2255,1843,1
1845,2277,1822,1
1833,2325,1807,1
1823,2385,1830,1
1838,2402,1865,1
1871,2374,1900,1
1890,2341,1787,1
1882,2218,1613,1
1895,2169,1610,1
1860,2168,1633,1
1904,2116,1680,1
1913,2073,1701,1
1865,2114,1716,1
1836,2175,1715,1
1891,2132,1736,1
1979,2152,1799,1
1812,2138,1811,1
1900,2169,1829,1
1859,2234,1857,1
1850,2232,1818,1
1860,2209,1835,1
1884,2206,1876,1
1804,2332,1916,1
1744,2353,1938,1
1835,2318,1898,1
1880,2228,1847,1
1840,2311,1878,1
1813,2371,1880,1
1896,2326,1901,1
1774,2666,2093,1
1816,2665,2097,1
1887,2477,2045,1
2016,2357,2026,1
2010,2378,1972,1
1997,2401,2024,1
1991,2381,2066,1
2067,2353,1994,1
2034,2408,1994,1
2124,2323,1936,1
2039,2320,1896,1
2108,2427,1944,1
1977,2578,2050,1
2083,2443,1895,1
2194,2342,1905,1
2072,2464,1908,1
2061,2478,1899,1
2089,2417,1891,1
2085,2437,1892,1
2071,2383,1883,1
2094,2413,1866,1
2055,2504,1928,1
2035,2374,1751,1
2035,2392,1794,1
2351,2414,2012,1
2157,2475,1853,1
2182,2470,1853,1
2153,2478,1913,1
2180,2393,1934,1
2069,2355,1902,1
2157,2267,1971,1
2149,2303,1871,1
2039,2240,1591,1
2085,2332,1774,1
2031,2321,1795,1
2043,2301,1745,1
2131,2300,1778,1
2040,2277,1842,1
2096,2331,1650,1
2019,2182,1768,1
2073,2162,1896,1
2194,2433,1819,1
2146,2447,1757,1
2086,2422,1866,1
2166,2447,1871,1
2237,2288,2032,1
2039,2395,1780,1
2174,2341,1847,1
2218,2339,1807,1
2153,2419,1733,1
2179,2344,1802,1
2110,2274,1862,1
2098,2289,1863,1
2114,2342,1847,1
2031,2236,1857,1
2001,2209,1863,1
1910,2494,1665,1
2095,2534,1827,1
2045,2105,1841,1
1955,2154,1830,1
2046,2390,1754,1
2088,2460,1635,1
1942,2620,1502,1
1960,2176,1896,1
2108,2097,1581,1
2112,2251,1772,1
2114,2249,1772,1
2116,2250,1774,1
2116,2253,1773,1
2115,2253,1772,1
2118,2278,1780,1
2115,2326,1835,1
2103,2329,1878,1
2186,2298,1716,1
2179,2275,1709,1
2146,2223,1642,1
2119,2193,1678,1
2165,2327,1825,1
2089,2464,1764,1
2149,2285,1797,1
2106,2239,1852,1
2095,2340,1777,1
2146,2307,1742,1
2175,2233,1666,1
2115,2258,1681,1
2088,2243,1727,1
2105,2271,1677,1
2119,2285,1889,1
1993,2342,1866,1
2221,2419,1690,1
2011,2307,1709,1
2113,2363,1854,1
2068,2306,1778,1
2107,2268,1665,1
2114,2316,1708,1
2144,2283,1701,1
2098,2316,1779,1
2067,2349,1758,1
2120,2297,1794,1
2106,2310,1810,1
2114,2394,1799,1
2087,2350,1765,1
2089,2334,1777,1
2120,2330,1823,1
2141,2276,1802,1
2062,2320,1749,1
2090,2309,1817,1
2135,2312,1769,1
2137,2305,1818,1
2090,2285,1816,1
2076,2287,1782,1
2145,2302,1728,1
2108,2328,1754,1
2103,2295,1802,1
2108,2262,1734,1
2066,2252,1731,1
2121,2329,1767,1
2094,2318,1731,1
2069,2243,1685,1
2095,2374,1505,1
2106,2375,1870,1
2074,2268,1781,1
2029,2209,1704,1
2100,2235,1726,1
2118,2263,1757,1
2115,2242,1803,1
2126,2274,1769,1
2056,2286,1788,1
2064,2301,1778,1
2105,2248,1727,1
2098,2272,1741,1
