2082,2165,1702,1
2077,2160,1703,1
2082,2168,1704,1
2083,2159,1703,1
2085,2162,1706,1
2086,2159,1705,1
2078,2159,1702,1
2084,2158,1704,1
2079,2162,1703,1
2083,2160,1706,1
2083,2165,1710,1
2086,2163,1704,1
2080,2160,1697,1
2083,2163,1703,1
2079,2162,1703,1
2080,2165,1703,1
2081,2163,1703,1
2087,2166,1708,1
2083,2162,1706,1
2083,2157,1702,1
2082,2159,1707,1
2078,2163,1702,1
2084,2155,1702,1
2075,2161,1702,1
2082,2166,1704,1
2080,2159,1703,1
2079,2166,1695,1
2086,2165,1707,1
2084,2158,1702,1
2086,2168,1702,1
2079,2164,1705,1
2081,2162,1701,1
2088,2160,1698,1
2083,2162,1702,1
2080,2160,1701,1
2086,2164,1704,1
2083,2163,1700,1
2078,2164,1701,1
2082,2163,1704,1
2081,2156,1700,1
2078,2162,1706,1
2079,2160,1700,1
2080,2160,1705,1
2078,2161,1700,1
2085,2157,1703,1
2082,2166,1702,1
2085,2162,1707,1
2086,2165,1700,1
2085,2162,1708,1
2079,2161,1701,1
2083,2164,1703,1
2085,2164,1703,1
2085,2159,1700,1
2083,2161,1700,1
2085,2159,1703,1
2086,2163,1699,1
2083,2161,1698,1
2081,2166,1705,1
2086,2163,1705,1
2081,2166,1704,1
2082,2160,1707,1
2079,2163,1703,1
2081,2159,1705,1
2084,2163,1702,1
2083,2165,1701,1
2085,2163,1703,1
2079,2161,1699,1
2084,2163,1699,1
2088,2163,1701,1
2083,2156,1697,1
2084,2155,1703,1
2080,2163,1706,1
2082,2167,1703,1
2079,2155,1705,1
2081,2164,1700,1
2087,2161,1702,1
2085,2166,1706,1
2083,2157,1705,1
2079,2161,1706,1
2085,2164,1701,1
2081,2164,1704,1
2081,2161,1695,1
2077,2162,1702,1
2083,2158,1706,1
2084,2163,1696,1
2087,2161,1701,1
2083,2164,1698,1
2085,2162,1706,1
2080,2159,1704,1
2082,2162,1702,1
2080,2161,1707,1
2081,2163,1705,1
2084,2166,1702,1
2087,2157,1704,1
2077,2160,1702,1
2083,2160,1700,1
2086,2164,1702,1
2080,2167,1707,1
2079,2157,1702,1
2081,2168,1704,1
2085,2164,1704,1
2084,2155,1703,1
2081,2161,1699,1
2077,2159,1710,1
2080,2160,1707,1
2084,2163,1705,1
2077,2161,1699,1
2084,2163,1700,1
2085,2158,1701,1
2081,2160,1702,1
2081,2163,1697,1
2080,2165,1703,1
2083,2163,1700,1
2079,2156,1705,1
2080,2163,1702,1
2080,2161,1703,1
2085,2161,1702,1
2084,2159,1704,1
2082,2162,1703,1
2083,2161,1707,1
2077,2161,1708,1
2081,2161,1703,1
2085,2159,1699,1
2083,2163,1703,1
2076,2163,1702,1
2081,2162,1701,1
2081,2161,1703,1
2079,2159,1699,1
2084,2161,1709,1
2080,2160,1701,1
2083,2157,1700,1
2084,2160,1702,1
2082,2158,1699,1
2083,2163,1705,1
2084,2159,1702,1
2083,2163,1703,1
2083,2162,1699,1
2076,2165,1699,1
2088,2162,1706,1
2082,2158,1702,1
2079,2171,1705,1
2082,2155,1705,1
2079,2161,1701,1
2078,2158,1702,1
2081,2161,1702,1
2086,2161,1705,1
2077,2160,1699,1
2083,2160,1704,1
2080,2163,1702,1
2084,2159,1701,1
2080,2166,1703,1
2079,2161,1705,1
2081,2160,1701,1
2082,2164,1702,1
2083,2166,1704,1
2081,2160,1705,1
2081,2155,1703,1
2078,2163,1703,1
2085,2166,1705,1
2083,2160,1704,1
2082,2155,1699,1
2084,2157,1705,1
2086,2167,1703,1
2083,2160,1701,1
2080,2163,1702,1
2086,2160,1706,1
2081,2157,1704,1
2079,2166,1699,1
2081,2162,1700,1
2079,2157,1702,1
2086,2166,1709,1
2088,2165,1707,1
2087,2164,1708,1
2082,2159,1701,1
2077,2162,1699,1
2079,2163,1706,1
2085,2163,1699,1
2084,2161,1706,1
2079,2163,1704,1
2079,2162,1702,1
2087,2161,1700,1
2083,2166,1701,1
2079,2159,1705,1
2081,2156,1703,1
2083,2163,1705,1
2084,2156,1706,1
2082,2164,1701,1
2082,2160,1701,1
2079,2163,1701,1
2084,2159,1709,1
2085,2163,1704,1
2088,2161,1705,1
2080,2157,1704,1
2081,2164,1726,1
2081,2174,1668,1
2094,2163,1692,1
2083,2150,1753,1
2078,2155,1656,1
2074,2166,1733,1
2085,2159,1707,1
2086,2157,1671,1
2085,2155,1719,1
2090,2168,1718,1
2080,2152,1693,1
2085,2157,1731,1
2083,2164,1701,1
2085,2154,1709,1
2084,2165,1709,1
2079,2164,1699,1
2086,2159,1706,1
2081,2162,1703,1
2081,2163,1703,1
2083,2158,1704,1
2081,2161,1698,1
2081,2170,1704,1
2086,2154,1704,1
2086,2162,1698,1
2080,2156,1702,1
2086,2159,1699,1
2082,2158,1699,1
2077,2157,1705,1
2085,2161,1694,1
2083,2164,1705,1
2086,2167,1703,1
2083,2158,1698,1
2087,2161,1702,1
2082,2165,1705,1
2078,2165,1703,1
2079,2154,1706,1
2081,2160,1706,1
2082,2159,1701,1
2080,2166,1705,1
2081,2159,1699,1
2082,2159,1705,1
2080,2162,1705,1
2082,2159,1700,1
2082,2161,1704,1
2081,2161,1702,1
2081,2166,1703,1
2086,2157,1703,1
2086,2158,1700,1
2088,2157,1701,1
2081,2165,1697,1
2083,2164,1702,1
2085,2164,1702,1
2082,2166,1705,1
2081,2161,1705,1
2086,2164,1707,1
2084,2162,1703,1
2085,2166,1702,1
2082,2157,1703,1
2077,2159,1707,1
2081,2159,1707,1
2081,2161,1698,1
2082,2163,1704,1
2078,2159,1701,1
2085,2160,1701,1
2081,2157,1705,1
2085,2162,1703,1
2083,2162,1704,1
2086,2156,1704,1
2084,2161,1705,1
2079,2167,1698,1
2073,2162,1698,1
2078,2159,1697,1
2085,2157,1701,1
2084,2162,1705,1
2078,2159,1707,1
2083,2165,1700,1
2078,2163,1704,1
2082,2157,1698,1
2083,2163,1703,1
2084,2160,1703,1
2081,2163,1705,1
2083,2159,1703,1
2084,2160,1705,1
2080,2158,1703,1
2080,2158,1699,1
2082,2164,1701,1
2083,2164,1700,1
2083,2159,1707,1
2080,2160,1701,1
2083,2164,1704,1
2083,2164,1701,1
2083,2159,1704,1
2087,2156,1703,1
2083,2160,1706,1
2076,2163,1707,1
2077,2163,1701,1
2083,2158,1696,1
2080,2164,1706,1
2082,2163,1704,1
2079,2161,1700,1
2087,2164,1703,1
2083,2166,1700,1
2083,2163,1702,1
2085,2163,1699,1
2082,2164,1705,1
2078,2162,1709,1
2082,2159,1701,1
2078,2163,1704,1
2085,2159,1700,1
2081,2161,1700,1
2080,2160,1706,1
2074,2162,1701,1
2081,2163,1704,1
2079,2159,1701,1
2082,2160,1705,1
2080,2165,1703,1
2078,2161,1703,1
2076,2159,1703,1
2084,2160,1706,1
2083,2162,1706,1
2083,2163,1707,1
2085,2161,1703,1
2082,2162,1702,1
2076,2162,1702,1
2083,2161,1699,1
2078,2166,1699,1
2084,2159,1702,1
2084,2159,1701,1
2084,2162,1702,1
2084,2157,1700,1
2083,2163,1706,1
2083,2155,1702,1
2080,2159,1697,1
2084,2162,1706,1
2086,2157,1709,1
2081,2159,1708,1
2075,2161,1703,1
2081,2167,1706,1
